rank,game_id,start_time,match,pick,odds,units,confidence_pct,reason,predicted_score,bet_home_spread,bet_home_ml,bet_away_spread,bet_away_ml,bet_over,bet_under,home_money_line,away_money_line,tie_money_line,total_score,over_odds,under_odds,home_spread,home_spread_odds,away_spread,away_spread_odds,timestamp,start_time_pt,date,model
4,265970,2025-12-04T20:00:00.000Z,Man U vs West Ham,Man U -1.5,110,2,85,United strong home favorites with 97% backing and plus odds on minus 1.5 offers value opportunity. West Ham struggling badly this season with poor away form.,3-1,1,0,0,0,0,0,-220,536,375.0,3.5,125,-165.0,-1.5,110,1.5,-160,2025-12-03 20:00:00+00:00,2025-12-04 12:00:00-08:00,2025-12-04,claude
5,266171,2025-12-06T13:00:00.000Z,Villarreal vs Getafe,Villarreal -0.5,-175,2,83,Villarreal dominant home side with 97% backing them. Getafe weak travelers with clear quality gap in La Liga domestic competition.,2-0,1,0,0,0,0,0,-166,495,280.0,2.5,110,-143.0,-0.5,-175,0.5,130,2025-12-03 20:00:00+00:00,2025-12-06 05:00:00-08:00,2025-12-06,claude
6,266191,2025-12-05T18:00:00.000Z,Brest vs Monaco,Monaco -0.5,-150,2,81,Monaco favorites with 95% backing and line movement dramatic from plus 215 to minus 110 showing sharp money. Ligue 1 quality away pick.,1-2,0,0,1,0,0,0,215,110,275.0,-0.5,105,-0.5,-150.0,2025-12-03T20:00:00Z,,,,2025-12-05 10:00:00-08:00,2025-12-05,claude
7,265972,2025-12-03T19:30:00.000Z,Wolverhampton vs Nottingham,Nottingham -0.5,-175,2,79,Nottingham favorites with 83% backing away at Wolves. Wolves in terrible form while Nottingham solid. Conservative minus 0.5 spread reliable.,1-2,0,0,1,0,0,0,220,130,225.0,2.5,116,-145.0,0.5,-182,-0.5,-175,2025-12-03 20:00:00+00:00,2025-12-03 11:30:00-08:00,2025-12-03,claude
8,266104,2025-12-06T15:00:00.000Z,Newcastle vs Burnley,Newcastle -1.5,-125,1,76,Newcastle massive favorites hosting Championship side in cup with 99% backing Newcastle. Quality gap enormous against lower league opponent in FA Cup.,3-0,1,0,0,0,0,0,-329,862,475.0,2.5,-175,130.0,-1.5,-125,1.5,-110,2025-12-03 20:00:00+00:00,2025-12-06 07:00:00-08:00,2025-12-06,claude
9,280928,2025-12-03T18:00:00.000Z,Athletic vs Real Madrid,Real Madrid -0.5,-145,1,74,Madrid favorites with 96% backing away at Athletic. Athletic tough at home but Madrid quality edge clear. Conservative spread approach safer.,1-2,0,0,1,0,0,0,340,-130,282.0,2.5,-120,-108.0,0.5,100,-0.5,-145,2025-12-03 20:00:00+00:00,2025-12-03 10:00:00-08:00,2025-12-03,claude
10,266196,2025-12-05T20:00:00.000Z,Lille vs Marseille,Lille -0.5,-200,1,72,Lille slight home edge but line moved dramatically showing sharp support. 97% tickets on Lille minus 0.5 spread shows consensus on home advantage.,2-1,1,0,0,0,0,0,154,165,250.0,2.5,-150,113.0,-0.5,-200,0.5,140,2025-12-03 20:00:00+00:00,2025-12-05 12:00:00-08:00,2025-12-05,claude
1,265972,2025-12-03T19:30:00.000Z,Wolverhampton vs Nottingham,Wolverhampton +0.5,115,3,92,"Home underdog getting +0.5, Nottingham poor away form, historical home underdog success",1-1,1,0,0,0,0,0,220,130,225.0,2.5,116,-145.0,0.5,115,-0.5,-175,2025-12-03 16:30:00+00:00,2025-12-03 11:30:00-08:00,2025-12-03,deepseek
2,265976,2025-12-03T19:30:00.000Z,Burnley vs Crystal Palace,Burnley +0.5,105,2,85,"Home underdog with spread protection, Palace inconsistent away",1-1,1,0,0,0,0,0,395,-135,267.0,2.5,115,-145.0,0.5,105,-0.5,-145,2025-12-03 16:30:00+00:00,2025-12-03 11:30:00-08:00,2025-12-03,deepseek
3,280928,2025-12-03T18:00:00.000Z,Athletic vs Real Madrid,Athletic +0.5,100,2,82,"Strong home underdog in Basque fortress, Madrid vulnerable away",1-1,1,0,0,0,0,0,340,-130,282.0,2.5,-120,-108.0,0.5,100,-0.5,-145,2025-12-03 16:30:00+00:00,2025-12-03 10:00:00-08:00,2025-12-03,deepseek
4,266191,2025-12-05T18:00:00.000Z,Brest vs Monaco,Brest +0.5,105,2,80,"Home underdog getting +0.5, Monaco inconsistent on road",1-1,1,0,0,0,0,0,215,110,275.0,2.5,-180,137.0,0.5,105,-0.5,-150,2025-12-03 16:30:00+00:00,2025-12-05 10:00:00-08:00,2025-12-05,deepseek
5,265974,2025-12-03T20:15:00.000Z,Leeds vs Chelsea,Leeds +0.5,-115,1,78,"Home underdog with spread, Chelsea poor away form",1-1,1,0,0,0,0,0,292,-115,270.0,2.5,-132,-102.0,0.5,-115,-0.5,-125,2025-12-03 16:30:00+00:00,2025-12-03 12:15:00-08:00,2025-12-03,deepseek
6,265977,2025-12-03T19:30:00.000Z,Albion vs Aston Villa,Albion -0.5,105,1,76,"Home favorite at reasonable odds, Villa struggles away",2-1,1,0,0,0,0,0,120,222,250.0,2.5,-130,-100.0,-0.5,105,0.5,-155,2025-12-03 16:30:00+00:00,2025-12-03 11:30:00-08:00,2025-12-03,deepseek
7,266116,2025-12-06T14:30:00.000Z,WOLF vs Union Berlin,WOLF -0.5,100,1,75,"Home favorite with momentum, Union Berlin poor away form",2-0,1,0,0,0,0,0,112,233,240.0,2.5,-113,-111.0,-0.5,100,0.5,-145,2025-12-03 16:30:00+00:00,2025-12-06 06:30:00-08:00,2025-12-06,deepseek
8,266113,2025-12-06T14:30:00.000Z,Köln vs St Pauli,Köln -0.5,-118,1,74,"Home favorite, St Pauli struggling away",2-1,1,0,0,0,0,0,-105,272,262.0,2.5,-125,-105.0,-0.5,-118,0.5,-120,2025-12-03 16:30:00+00:00,2025-12-06 06:30:00-08:00,2025-12-06,deepseek
9,266114,2025-12-06T14:30:00.000Z,Heidenheim vs Freiburg,Heidenheim +0.5,-110,1,72,"Home underdog with spread, Freiburg inconsistent away",1-1,1,0,0,0,0,0,266,-102,250.0,2.5,-116,-110.0,0.5,-130,-0.5,-110,2025-12-03 16:30:00+00:00,2025-12-06 06:30:00-08:00,2025-12-06,deepseek
10,266115,2025-12-06T14:30:00.000Z,Augsburg vs Leverkusen,Augsburg +0.5,-120,1,70,"Home underdog getting +0.5, Leverkusen may rotate",1-2,1,0,0,0,0,0,275,-118,280.0,2.5,-175,132.0,0.5,-118,-0.5,-120,2025-12-03 16:30:00+00:00,2025-12-06 06:30:00-08:00,2025-12-06,deepseek
1,266171,2025-12-06T13:00:00.000Z,Villarreal vs Getafe,Villarreal ML,-166,3,95,Pricing Anomaly: Villarreal is the home favorite. The ML (-166) is cheaper than the -0.5 Spread (-175) for the exact same outcome. 97% money support.,2-0,0,1,0,0,0,0,-166,495,280.0,2.5,110,-143.0,-0.5,-175,0.5,130,2025-12-03 09:46:52-08:00,2025-12-06 05:00:00-08:00,2025-12-06,gemini
2,266193,2025-12-06T16:00:00.000Z,Nantes vs Lens,Lens ML,-147,3,94,Pricing Anomaly: Lens is the road favorite. Taking the ML (-147) saves 8 cents compared to the -0.5 spread (-155).,0-1,0,0,0,1,0,0,380,-147,300.0,2.5,110,-140.0,-0.5,-160,0.5,110,2025-12-03 09:46:52-08:00,2025-12-06 08:00:00-08:00,2025-12-06,gemini
3,266106,2025-12-06T17:30:00.000Z,Leeds vs Liverpool,Liverpool ML,-134,3,92,Pricing Anomaly: Liverpool ML (-134) offers significantly better value than the -0.5 spread (-145).,1-2,0,0,0,1,0,0,322,-134,300.0,2.5,-162,125.0,-0.5,-145,0.5,105,2025-12-03 09:46:52-08:00,2025-12-06 09:30:00-08:00,2025-12-06,gemini
4,265976,2025-12-03T19:30:00.000Z,Burnley vs Crystal Palace,Crystal Palace ML,-140,2,89,Pricing Anomaly: Palace is the favorite on the road. The ML (-140) is cheaper than the -0.5 spread (-145).,0-1,0,0,0,1,0,0,360,-140,270.0,2.5,-105,-125.0,-0.5,-145,0.5,105,2025-12-03 09:46:52-08:00,2025-12-03 11:30:00-08:00,2025-12-03,gemini
5,266113,2025-12-06T14:30:00.000Z,Köln vs St Pauli,Köln ML,-105,2,87,"Pricing Anomaly: Köln is the home favorite. The ML is near even money (-105), while the spread charges -118.",1-0,0,1,0,0,0,0,-105,272,262.0,2.5,-125,-105.0,-0.5,-118,0.5,-120,2025-12-03 09:46:52-08:00,2025-12-06 06:30:00-08:00,2025-12-06,gemini
6,266110,2025-12-06T12:30:00.000Z,Aston Villa vs Arsenal,Arsenal ML,-110,2,85,Pricing Anomaly: Arsenal ML (-110) provides an 8-cent discount over the spread (-118).,1-2,0,0,0,1,0,0,315,-110,240.0,2.5,105,-138.0,-0.5,-125,0.5,-118,2025-12-03 09:46:52-08:00,2025-12-06 04:30:00-08:00,2025-12-06,gemini
7,266114,2025-12-06T14:30:00.000Z,Heidenheim vs Freiburg,Freiburg ML,-102,2,84,Pricing Anomaly: Freiburg is the road favorite. ML (-102) is cheaper than the spread (-110).,0-1,0,0,0,1,0,0,266,-102,250.0,2.5,-116,-110.0,-0.5,-105,0.5,-110,2025-12-03 09:46:52-08:00,2025-12-06 06:30:00-08:00,2025-12-06,gemini
8,266104,2025-12-06T15:00:00.000Z,Newcastle vs Burnley,Newcastle -1.5,-125,2,82,Newcastle is a dominant home favorite (-329 ML). The -1.5 spread at -125 is excellent value for a team expected to win comfortably.,3-0,1,0,0,0,0,0,-329,862,475.0,2.5,-175,130.0,-1.5,-125,1.5,-110,2025-12-03 09:46:52-08:00,2025-12-06 07:00:00-08:00,2025-12-06,gemini
9,265971,2025-12-03T20:15:00.000Z,Liverpool vs Sunderland,Liverpool -1.5,-110,1,80,"Liverpool (-292 ML) faces a weak Sunderland side at home. The -1.5 line is standard, but the price (-110) is fair.",3-1,1,0,0,0,0,0,-292,725,427.0,2.5,-175,135.0,-1.5,-110,1.5,-125,2025-12-03 09:46:52-08:00,2025-12-03 12:15:00-08:00,2025-12-03,gemini
10,266105,2025-12-06T15:00:00.000Z,Man City vs Sunderland,Man City -1.5,-145,1,79,Man City (-392 ML) is expected to blowout Sunderland. The -1.5 spread is the safe play here.,3-0,1,0,0,0,0,0,-392,1000,525.0,3.5,-161,97.0,-1.5,-145,1.5,-100,2025-12-03 09:46:52-08:00,2025-12-06 07:00:00-08:00,2025-12-06,gemini
1,265978,2025-12-03T19:30:00.000Z,Arsenal vs Brentford,Arsenal -1.5,110,3,95,"Arsenal in strong form (DWDWW), Brentford mixed (WLWLW); +110 on -1.5 is excellent value for home favorite",3-0,1,0,0,0,0,0,-241,674,355.0,2.5,-116,-110.0,-1.5,110,1.5,-160,2025-12-03 18:00:00+00:00,2025-12-03 11:30:00-08:00,2025-12-03,grok
2,266180,2025-12-06T17:00:00.000Z,Inter vs Como 1907,Inter -1,-115,3,93,"Inter in great form (WLWWW), Como solid but Inter dominant at home; low juice on -1",2-0,1,0,0,0,0,0,-189,487,331.0,2.5,-135,105.0,-1.0,-115,1.0,-105,2025-12-03 18:00:00+00:00,2025-12-06 09:00:00-08:00,2025-12-06,grok
3,266108,2025-12-06T15:00:00.000Z,Everton vs Nottingham,Everton -0.5,105,3,91,"Everton good form (WLWWD), Nottingham mixed (LWWDL); +105 on -0.5 home favorite",2-0,1,0,0,0,0,0,115,255,222.0,2.5,110,-143.0,-0.5,105,0.5,-150,2025-12-03 18:00:00+00:00,2025-12-06 07:00:00-08:00,2025-12-06,grok
4,266196,2025-12-05T20:00:00.000Z,Lille vs Marseille,Lille -0.5,140,3,90,"Lille mixed (WWLWL), Marseille good but Lille home edge; +140 huge value",2-1,1,0,0,0,0,0,154,165,250.0,2.5,-150,113.0,-0.5,140,0.5,-200,2025-12-03 18:00:00+00:00,2025-12-05 12:00:00-08:00,2025-12-05,grok
5,266119,2025-12-05T19:30:00.000Z,Mainz vs M'gladbach,Mainz -0.5,130,2,88,"Mainz poor (LDLDL), but M'gladbach DWWWL; +130 on home -0.5",1-0,1,0,0,0,0,0,140,180,250.0,2.5,-151,113.0,-0.5,130,0.5,-190,2025-12-03 18:00:00+00:00,2025-12-05 11:30:00-08:00,2025-12-05,grok
6,265970,2025-12-04T20:00:00.000Z,Man U vs West Ham,Man U -1.5,110,2,86,"Man U mixed (WLDDW), West Ham good (LDWWL); +110 on -1.5 home",3-1,1,0,0,0,0,0,-220,536,375.0,3.5,125,-165.0,-1.5,110,1.5,-160,2025-12-03 18:00:00+00:00,2025-12-04 12:00:00-08:00,2025-12-04,grok
7,266103,2025-12-06T15:00:00.000Z,Tottenham vs Brentford,Tottenham -0.5,110,2,84,"Tottenham poor (DLLDL), Brentford good; but +110 home value",2-1,1,0,0,0,0,0,125,205,250.0,2.5,-133,105.0,-0.5,110,0.5,-165,2025-12-03 18:00:00+00:00,2025-12-06 07:00:00-08:00,2025-12-06,grok
8,266104,2025-12-06T15:00:00.000Z,Newcastle vs Burnley,Newcastle -1.5,-125,2,82,"Newcastle mixed (DWWLL), Burnley bad (LLLLW); low juice on -1.5",3-0,1,0,0,0,0,0,-329,862,475.0,2.5,-175,130.0,-1.5,-125,1.5,-110,2025-12-03 18:00:00+00:00,2025-12-06 07:00:00-08:00,2025-12-06,grok
9,266169,2025-12-05T20:00:00.000Z,Real Oviedo vs Mallorca,Real Oviedo -0.5,155,2,80,"Oviedo poor (LDLDD), Mallorca mixed (DLWLD); +155 massive home value",1-0,1,0,0,0,0,0,170,177,202.0,2.5,140,-195.0,-0.5,155,0.5,-218,2025-12-03 18:00:00+00:00,2025-12-05 12:00:00-08:00,2025-12-05,grok
10,266113,2025-12-06T14:30:00.000Z,Köln vs St Pauli,Köln -0.5,-118,1,78,"Köln mixed (DLLWL), St Pauli terrible (LLLLL); low juice home",2-0,1,0,0,0,0,0,-105,272,262.0,2.5,-116,-110.0,-0.5,-118,0.5,-120,2025-12-03 18:00:00+00:00,2025-12-06 06:30:00-08:00,2025-12-06,grok
1,266188,2025-12-06T20:05:00.000Z,PSG vs Rennes,PSG -1.5,-145,3,91,PSG massive home favorites with 100% consensus backing them. Rennes weak opposition with quality gap enormous at Parc des Princes in Ligue 1.,3-0,1,0,0,0,0,0,-350,750,525.0,3.5,-118,-107.0,-1.5,-145,1.5,100,2025-12-06 20:00:00+00:00,2025-12-06 12:05:00-08:00,2025-12-06,claude
2,266105,2025-12-06T15:00:00.000Z,Man City vs Sunderland,Man City -1.5,-135,3,89,City huge favorites with 94% backing and after drawing once City will dominate League One side. Quality gap vs third tier opposition clear.,3-0,1,0,0,0,0,0,-369,912,500.0,3.5,128,-162.0,-1.5,-135,1.5,-110,2025-12-06 20:00:00+00:00,2025-12-06 07:00:00-08:00,2025-12-06,claude
3,266104,2025-12-06T15:00:00.000Z,Newcastle vs Burnley,Newcastle -1.5,-120,2,87,Newcastle massive favorites hosting Championship side with 98% backing Newcastle. Clear quality advantage against lower league opponent.,3-0,1,0,0,0,0,0,-325,850,445.0,2.5,-160,120.0,-1.5,-120,1.5,-115,2025-12-06 20:00:00+00:00,2025-12-06 07:00:00-08:00,2025-12-06,claude
4,266103,2025-12-06T15:00:00.000Z,Tottenham vs Brentford,Tottenham -0.5,120,2,85,Spurs home favorites with 81% backing and plus odds on minus 0.5 offers value opportunity. Brentford inconsistent away from home.,2-1,1,0,0,0,0,0,136,205,240.0,2.5,-106,-120.0,-0.5,120,0.5,-175,2025-12-06 20:00:00+00:00,2025-12-06 07:00:00-08:00,2025-12-06,claude
5,266109,2025-12-07T14:00:00.000Z,Albion vs West Ham,Albion -0.5,-200,2,83,Albion strong home side with 90% backing them. West Ham terrible away form this season with conservative minus 0.5 reliable.,2-0,1,0,0,0,0,0,-182,467,340.0,2.5,-164,130.0,-0.5,-200,0.5,135,2025-12-06 20:00:00+00:00,2025-12-07 06:00:00-08:00,2025-12-07,claude
6,266186,2025-12-06T19:45:00.000Z,Hellas vs Atalanta,Atalanta -0.5,-165,2,81,Atalanta favorites with 98% backing away at Hellas. Hellas weak at home with quality gap clear in Serie A domestic competition.,0-2,0,0,1,0,0,0,405,-147,285.0,2.5,-105,-120.0,0.5,120,-0.5,-165,2025-12-06 20:00:00+00:00,2025-12-06 11:45:00-08:00,2025-12-06,claude
7,266115,2025-12-06T14:30:00.000Z,Augsburg vs Leverkusen,Leverkusen -0.5,-115,2,79,Leverkusen favorites with 98% backing away at Augsburg. Augsburg struggling with conservative spread safer than minus 1.5 given recent results.,0-2,0,0,1,0,0,0,260,-100,275.0,2.5,-165,122.0,0.5,-125,-0.5,-115,2025-12-06 20:00:00+00:00,2025-12-06 06:30:00-08:00,2025-12-06,claude
8,266192,2025-12-07T14:00:00.000Z,Nice vs Angers,Nice -0.5,-110,1,76,Nice home favorites with 96% backing them. Angers bottom half side traveling with Ligue 1 home advantage clear in this matchup.,2-1,1,0,0,0,0,0,-103,275,260.0,2.5,-120,-110.0,-0.5,-110,0.5,-130,2025-12-06 20:00:00+00:00,2025-12-07 06:00:00-08:00,2025-12-07,claude
9,266118,2025-12-06T17:30:00.000Z,LEIP vs FRA,LEIP -0.5,-143,1,74,Leipzig home favorites with 95% backing them. Frankfurt away struggles well documented with Bundesliga quality home pick.,2-1,1,0,0,0,0,0,-132,300,310.0,3.5,120,-163.0,-0.5,-143,0.5,-105,2025-12-06 20:00:00+00:00,2025-12-06 09:30:00-08:00,2025-12-06,claude
10,266180,2025-12-06T17:00:00.000Z,Inter vs Como 1907,Inter -1.0,-105,1,72,Inter dominant hosting newly promoted side with 98% backing Inter. Using minus 1.0 instead of minus 1.5 for added safety given recent performance.,2-0,1,0,0,0,0,0,-177,450,322.0,2.5,-148,112.0,-1.0,-105,1.0,-115,2025-12-06 20:00:00+00:00,2025-12-06 09:00:00-08:00,2025-12-06,claude
1,266103,2025-12-06T15:00:00.000Z,Tottenham vs Brentford,Tottenham -0.5,120,3,92,"Strong home favorite with reasonable spread, Brentford poor away form",2-0,1,0,0,0,0,0,136,205,240.0,2.5,-106,-120.0,-0.5,120,0.5,-175,2025-12-06 12:00:00+00:00,2025-12-06 07:00:00-08:00,2025-12-06,deepseek
2,266108,2025-12-06T15:00:00.000Z,Everton vs Nottingham,Everton -0.5,100,2,85,"Home advantage, Nottingham struggles away, Everton solid at home",2-1,1,0,0,0,0,0,110,270,222.0,2.5,115,-145.0,-0.5,100,0.5,-145,2025-12-06 12:00:00+00:00,2025-12-06 07:00:00-08:00,2025-12-06,deepseek
3,266113,2025-12-06T14:30:00.000Z,Köln vs St Pauli,Köln -0.5,-115,2,82,"Home favorite, St Pauli poor away record, reasonable odds",2-0,1,0,0,0,0,0,-105,277,255.0,2.5,-113,-115.0,-0.5,-115,0.5,-125,2025-12-06 12:00:00+00:00,2025-12-06 06:30:00-08:00,2025-12-06,deepseek
4,266116,2025-12-06T14:30:00.000Z,WOLF vs Union Berlin,WOLF -0.5,-100,1,78,"Home favorite with momentum, Union Berlin inconsistent away",2-1,1,0,0,0,0,0,105,250,250.0,2.5,-111,-114.0,-0.5,-100,0.5,-145,2025-12-06 12:00:00+00:00,2025-12-06 06:30:00-08:00,2025-12-06,deepseek
5,266117,2025-12-06T14:30:00.000Z,Stuttgart vs Bayern,Stuttgart +1.5,120,1,76,"Home underdog with generous +1.5 spread, Bayern vulnerable away",1-2,1,0,0,0,0,0,400,-185,390.0,3.5,-119,-112.0,1.5,120,-1.5,-167,2025-12-06 12:00:00+00:00,2025-12-06 06:30:00-08:00,2025-12-06,deepseek
6,266114,2025-12-06T14:30:00.000Z,Heidenheim vs Freiburg,Heidenheim +0.5,-110,1,75,"Home underdog with spread protection, Freiburg inconsistent",1-1,1,0,0,0,0,0,330,-118,250.0,2.5,108,-135.0,0.5,-110,-0.5,-120,2025-12-06 12:00:00+00:00,2025-12-06 06:30:00-08:00,2025-12-06,deepseek
7,266184,2025-12-06T14:00:00.000Z,Sassuolo vs Fiorentina,Sassuolo +0.5,140,1,74,"Home underdog getting +0.5, Fiorentina poor away form",1-1,1,0,0,0,0,0,182,160,217.0,2.5,105,-138.0,0.5,140,-0.5,-200,2025-12-06 12:00:00+00:00,2025-12-06 06:00:00-08:00,2025-12-06,deepseek
8,266115,2025-12-06T14:30:00.000Z,Augsburg vs Leverkusen,Augsburg +0.5,-125,1,72,"Home underdog with spread, Leverkusen may rotate",1-2,1,0,0,0,0,0,260,-100,275.0,2.5,-165,122.0,0.5,-125,-0.5,-115,2025-12-06 12:00:00+00:00,2025-12-06 06:30:00-08:00,2025-12-06,deepseek
9,266193,2025-12-06T16:00:00.000Z,Nantes vs Lens,Nantes +0.5,110,1,71,"Home underdog getting +0.5, Lens inconsistent on road",1-1,1,0,0,0,0,0,400,-145,290.0,2.5,-139,105.0,0.5,110,-0.5,-155,2025-12-06 12:00:00+00:00,2025-12-06 08:00:00-08:00,2025-12-06,deepseek
10,266111,2025-12-06T15:00:00.000Z,Bournemouth vs Chelsea,Bournemouth +0.5,-102,1,70,"Home underdog with spread protection, Chelsea poor away",1-1,1,0,0,0,0,0,227,105,270.0,2.5,-168,130.0,0.5,-102,-0.5,-140,2025-12-06 12:00:00+00:00,2025-12-06 07:00:00-08:00,2025-12-06,deepseek
1,266116,2025-12-06T14:30:00.000Z,WOLF vs Union Berlin,Union Berlin ML,100,3,94,"Pricing Anomaly: Union Berlin is the road favorite. The ML is +100 (even money), while the -0.5 spread is -111. Taking the ML gives you 11 cents of value for the exact same win condition.",1-2,0,0,0,1,0,0,112,233,240.0,2.5,-113,-111.0,-0.5,100,0.5,-145,2025-12-03 16:03:00-08:00,2025-12-06 06:30:00-08:00,2025-12-06,gemini
2,266117,2025-12-06T14:30:00.000Z,Stuttgart vs Bayern,Bayern -1.5,-107,3,92,"Bayern is the road favorite with strong backing. The -1.5 Asian Handicap is priced attractively at -107, especially with 98% money support.",1-3,0,0,1,0,0,0,475,-225,417.0,3.5,-121,-107.0,1.5,-145,-1.5,-100,2025-12-03 16:03:00-08:00,2025-12-06 06:30:00-08:00,2025-12-06,gemini
3,266111,2025-12-06T15:00:00.000Z,Bournemouth vs Chelsea,Chelsea ML,115,2,89,Pricing Anomaly: Chelsea is the road favorite. The ML at +115 is mathematically superior to the -0.5 spread at -102.,1-2,0,0,0,1,0,0,212,115,265.0,2.5,-160,122.0,0.5,-145,-0.5,-102,2025-12-03 16:03:00-08:00,2025-12-06 07:00:00-08:00,2025-12-06,gemini
4,266110,2025-12-06T12:30:00.000Z,Aston Villa vs Arsenal,Arsenal ML,-110,2,88,Pricing Anomaly: Arsenal is the favorite on the road. The ML (-110) offers better value than the -0.5 spread (-118).,1-2,0,0,0,1,0,0,315,-110,240.0,2.5,105,-138.0,0.5,-120,-0.5,-118,2025-12-03 16:03:00-08:00,2025-12-06 04:30:00-08:00,2025-12-06,gemini
5,266115,2025-12-06T14:30:00.000Z,Augsburg vs Leverkusen,Leverkusen ML,-118,2,86,Pricing Anomaly: Leverkusen is the road favorite. Taking the ML at -118 saves you the extra juice on the spread.,1-2,0,0,0,1,0,0,275,-118,280.0,2.5,-175,132.0,0.5,-118,-0.5,0,2025-12-03 16:03:00-08:00,2025-12-06 06:30:00-08:00,2025-12-06,gemini
6,266192,2025-12-06T14:00:00.000Z,Nice vs Angers,Nice ML,-110,2,85,Pricing Anomaly: Nice is the home favorite. The ML (-110) is cheaper than the -0.5 spread (-120).,1-0,0,1,0,0,0,0,-103,275,260.0,2.5,-120,-110.0,-0.5,-110,0.5,-130,2025-12-03 16:03:00-08:00,2025-12-06 06:00:00-08:00,2025-12-06,gemini
7,266114,2025-12-06T14:30:00.000Z,Heidenheim vs Freiburg,Heidenheim ML,266,1,79,"High-risk, high-reward play on the home dog. 96% money support on the home side suggests sharp action fading the public favorite.",2-1,0,1,0,0,0,0,266,-102,250.0,2.5,-116,-110.0,0.5,-130,-0.5,-110,2025-12-03 16:03:00-08:00,2025-12-06 06:30:00-08:00,2025-12-06,gemini
9,266105,2025-12-06T15:00:00.000Z,Man City vs Sunderland,Man City -1.5,-145,1,77,City is a massive favorite (-392 ML). The -1.5 spread is the only way to find playable odds.,3-0,1,0,0,0,0,0,-392,1000,525.0,3.5,-161,97.0,-1.5,-145,1.5,-100,2025-12-03 16:03:00-08:00,2025-12-06 07:00:00-08:00,2025-12-06,gemini
10,266103,2025-12-06T15:00:00.000Z,Tottenham vs Brentford,Tottenham ML,125,1,75,Pricing Anomaly: Tottenham is the home favorite. The ML (+125) offers massive value over the -0.5 spread (-133).,2-1,0,1,0,0,0,0,125,205,250.0,2.5,-106,-120.0,-0.5,120,0.5,-165,2025-12-03 16:03:00-08:00,2025-12-06 07:00:00-08:00,2025-12-06,gemini
1,266274,2025-12-09T20:00:00.000Z,Barcelona vs FRA,Barcelona -2.5,-110,3,92,Barcelona massive favorites at Camp Nou with 97% backing them. Frankfurt inferior opposition with Barca scoring freely. This is rare minus 2.5 with good odds offering value.,4-0,1,0,0,0,0,0,-625,1300,800.0,4.5,-102,-121.0,-2.5,-110,2.5,-130,2025-12-09 20:00:00+00:00,2025-12-09 12:00:00-08:00,2025-12-09,claude
2,266270,2025-12-09T20:00:00.000Z,Tottenham vs Slavia Praha,Tottenham -1.5,115,3,90,Spurs strong home favorites with 97% backing and plus odds on minus 1.5 offers value against Czech side. Tottenham need to win big for Champions League qualification.,3-0,1,0,0,0,0,0,-220,600,360.0,2.5,-145,113.0,-1.5,115,1.5,-165,2025-12-09 20:00:00+00:00,2025-12-09 12:00:00-08:00,2025-12-09,claude
3,266273,2025-12-09T20:00:00.000Z,Inter vs Liverpool,Inter -0.5,-110,2,87,Inter slight favorites at San Siro with 72% backing them. Liverpool away in Europe always difficult with conservative minus 0.5 spread safer than larger spread.,2-1,1,0,0,0,0,0,-101,250,270.0,2.5,-149,115.0,-0.5,-110,0.5,-130,2025-12-09 20:00:00+00:00,2025-12-09 12:00:00-08:00,2025-12-09,claude
4,266276,2025-12-09T20:00:00.000Z,Monaco vs Galatasaray,Under 3.5,105,2,85,91% of money on under despite plus odds showing sharp value. Both tactical sides in big European match with Galatasaray defensive away in Europe.,1-1,0,0,0,0,0,1,-105,250,290.0,3.5,105,-136.0,0.5,-115,-0.5,-125,2025-12-09 20:00:00+00:00,2025-12-09 12:00:00-08:00,2025-12-09,claude
5,266275,2025-12-09T20:00:00.000Z,Atalanta vs Chelsea,Chelsea -0.5,105,2,83,Chelsea favorites with 87% backing away and plus odds on minus 0.5 offers value. Chelsea need points for qualification while Atalanta shaky at home recently.,1-2,0,0,1,0,0,0,240,115,245.0,2.5,-125,-105.0,0.5,-150,-0.5,105,2025-12-09 20:00:00+00:00,2025-12-09 12:00:00-08:00,2025-12-09,claude
6,266271,2025-12-09T20:00:00.000Z,Union Saint-Gilloise vs Marseille,Marseille -0.5,-175,2,81,Marseille favorites with 82% backing away at Union Saint Gilloise. Union weaker Belgian side with Marseille quality edge clear despite away fixture.,0-2,0,0,1,0,0,0,195,136,240.0,2.5,-128,-100.0,0.5,-175,-0.5,125,2025-12-09 20:00:00+00:00,2025-12-09 12:00:00-08:00,2025-12-09,claude
7,266272,2025-12-09T20:00:00.000Z,PSV vs Atlético,Atlético -0.5,115,1,78,Atlético slight favorites with 72% backing and plus odds on away favorite spread. Atlético defensive quality edge should prevail at PSV.,0-1,0,0,1,0,0,0,187,125,275.0,3.5,115,-147.0,0.5,-165,-0.5,115,2025-12-09 20:00:00+00:00,2025-12-09 12:00:00-08:00,2025-12-09,claude
1,266269,2025-12-09T17:45:00.000Z,Bayern vs Sporting,Bayern -1.5,-167,3,95,"Dominant home favorite, excellent historical record with -1.5 spreads, Sporting poor away",3-0,1,0,0,0,0,0,-450,1100,600.0,3.5,-109,-118.0,-1.5,-167,1.5,120,2025-12-09 09:45:00+00:00,2025-12-09 09:45:00-08:00,2025-12-09,deepseek
